name;seq;start;end;diff
TIGR01139;2;1479498210167;1479498210535;368
TIGR01140;5;1479498210539;1479498212011;1472
TIGR01141;4;1479498212013;1479498212989;976
TIGR01142;2;1479498212993;1479498213409;416
TIGR01143;4;1479498213413;1479498214504;1091
TIGR01144;3;1479498214508;1479498214930;422
TIGR01145;2;1479498214932;1479498215292;360
TIGR01161;2;1479498215296;1479498215693;397
TIGR01162;3;1479498215697;1479498216122;425
TIGR01163;2;1479498216124;1479498216476;352
TIGR01164;2;1479498216480;1479498216749;269
TIGR01166;6;1479498216751;1479498218115;1364
TIGR01169;2;1479498218117;1479498218461;344
TIGR01170;2;1479498218463;1479498218672;209
TIGR01171;2;1479498218677;1479498219051;374
TIGR01172;3;1479498219053;1479498219530;477
TIGR01173;2;1479498219533;1479498219998;465
TIGR01174;4;1479498220000;1479498221170;1170
TIGR01175;2;1479498221174;1479498221573;399
TIGR01176;2;1479498221575;1479498222004;429
TIGR01177;2;1479498222009;1479498222368;359
TIGR01179;3;1479498222372;1479498223110;738
TIGR01180;3;1479498223113;1479498224654;1541
TIGR01181;2;1479498224656;1479498225065;409
TIGR01183;2;1479498225069;1479498225482;413
TIGR01184;5;1479498225486;1479498227253;1767
TIGR01185;2;1479498227256;1479498227743;487
TIGR01186;4;1479498227747;1479498228739;992
TIGR01187;4;1479498228741;1479498229843;1102
TIGR01188;5;1479498229848;1479498231197;1349
TIGR01189;6;1479498231202;1479498232666;1464
TIGR01192;5;1479498232668;1479498234513;1845
TIGR01193;3;1479498234517;1479498235669;1152
TIGR01194;3;1479498235673;1479498236626;953
TIGR01196;2;1479498236630;1479498237008;378
TIGR01198;2;1479498237013;1479498237468;455
TIGR01201;2;1479498237470;1479498237806;336
TIGR01202;2;1479498237808;1479498238189;381
TIGR01203;2;1479498238193;1479498238615;422
TIGR01205;2;1479498238617;1479498239027;410
TIGR01207;2;1479498239031;1479498239464;433
TIGR01208;2;1479498239466;1479498239867;401
TIGR01212;3;1479498239871;1479498240712;841
TIGR01214;3;1479498240714;1479498241463;749
TIGR01217;3;1479498241465;1479498242376;911
TIGR01221;3;1479498242378;1479498242485;107
TIGR01225;2;1479498242489;1479498242920;431
TIGR01226;2;1479498242924;1479498243368;444
TIGR01227;2;1479498243372;1479498243708;336
TIGR01228;2;1479498243710;1479498244090;380
TIGR01229;2;1479498244092;1479498244418;326
TIGR01230;2;1479498244422;1479498244791;369
TIGR01235;4;1479498244793;1479498245598;805
TIGR01236;2;1479498245600;1479498246027;427
TIGR01237;3;1479498246029;1479498246618;589
TIGR01238;2;1479498246622;1479498247051;429
TIGR01239;2;1479498247055;1479498247518;463
TIGR01241;3;1479498247520;1479498248551;1031
TIGR01242;4;1479498248553;1479498249777;1224
TIGR01243;4;1479498249780;1479498251180;1400
TIGR01245;2;1479498251182;1479498251505;323
TIGR01246;2;1479498251509;1479498251903;394
TIGR01247;2;1479498251907;1479498252370;463
TIGR01250;2;1479498252375;1479498252785;410
TIGR01251;3;1479498252787;1479498253250;463
TIGR01253;3;1479498253252;1479498253792;540
TIGR01254;2;1479498253796;1479498254141;345
TIGR01255;3;1479498254146;1479498254658;512
TIGR01257;7;1479498254660;1479498256191;1531
TIGR01264;3;1479498256192;1479498257141;949
TIGR01265;3;1479498257145;1479498258024;879
TIGR01271;5;1479498258028;1479498260182;2154
TIGR01272;2;1479498260184;1479498260590;406
TIGR01277;5;1479498260594;1479498261824;1230
TIGR01280;2;1479498261828;1479498262107;279
TIGR01287;2;1479498262109;1479498262485;376
TIGR01289;2;1479498262490;1479498262933;443
TIGR01292;3;1479498262935;1479498263562;627
TIGR01293;3;1479498263566;1479498264040;474
TIGR01296;2;1479498264044;1479498264424;380
TIGR01297;2;1479498264428;1479498264862;434
TIGR01298;2;1479498264864;1479498265240;376
TIGR01299;2;1479498265244;1479498265645;401
TIGR01302;2;1479498265649;1479498266007;358
TIGR01303;2;1479498266011;1479498266409;398
TIGR01304;3;1479498266413;1479498267034;621
TIGR01305;3;1479498267038;1479498267827;789
TIGR01306;3;1479498267829;1479498268446;617
TIGR01307;3;1479498268450;1479498269224;774
TIGR01311;3;1479498269226;1479498270062;836
TIGR01312;2;1479498270064;1479498270416;352
TIGR01314;3;1479498270420;1479498270983;563
TIGR01315;2;1479498270987;1479498271389;402
TIGR01316;4;1479498271393;1479498272478;1085
TIGR01317;3;1479498272482;1479498272965;483
TIGR01318;4;1479498272969;1479498274011;1042
TIGR01324;2;1479498274013;1479498274489;476
TIGR01325;3;1479498274493;1479498275323;830
TIGR01326;3;1479498275327;1479498276150;823
TIGR01327;2;1479498276154;1479498276546;392
TIGR01328;3;1479498276550;1479498277114;564
TIGR01329;3;1479498277118;1479498277618;500
TIGR01334;2;1479498277622;1479498278076;454
TIGR01340;3;1479498278079;1479498278547;468
TIGR01341;4;1479498278552;1479498279347;795
TIGR01342;4;1479498279352;1479498280138;786
TIGR01343;2;1479498280142;1479498280530;388
TIGR01348;2;1479498280534;1479498280916;382
TIGR01350;2;1479498280920;1479498281348;428
TIGR01351;2;1479498281353;1479498281733;380
TIGR01353;4;1479498281737;1479498282634;897
TIGR01354;2;1479498282638;1479498282968;330
TIGR01355;3;1479498282970;1479498283391;421
TIGR01356;2;1479498283393;1479498283877;484
TIGR01357;2;1479498283881;1479498284341;460
TIGR01359;2;1479498284345;1479498284706;361
TIGR01360;2;1479498284711;1479498285075;364
TIGR01361;2;1479498285079;1479498285275;196
TIGR01362;2;1479498285279;1479498285530;251
TIGR01364;3;1479498285534;1479498286052;518
TIGR01367;2;1479498286056;1479498286461;405
TIGR01368;2;1479498286465;1479498286887;422
TIGR01369;2;1479498286891;1479498287329;438
TIGR01372;3;1479498287334;1479498287838;504
TIGR01373;2;1479498287843;1479498288254;411
TIGR01378;2;1479498288256;1479498288641;385
TIGR01379;2;1479498288643;1479498289015;372
TIGR01381;2;1479498289020;1479498289457;437
TIGR01382;2;1479498289459;1479498289874;415
TIGR01383;2;1479498289876;1479498290328;452
TIGR01386;4;1479498290330;1479498291470;1140
TIGR01387;3;1479498291472;1479498292065;593
TIGR01389;3;1479498292070;1479498293307;1237
TIGR01390;2;1479498293311;1479498293679;368
TIGR01391;2;1479498293683;1479498294124;441
TIGR01393;3;1479498294126;1479498294919;793
TIGR01394;3;1479498294921;1479498295967;1046
TIGR01397;2;1479498295969;1479498296383;414
TIGR01398;2;1479498296387;1479498296870;483
TIGR01399;2;1479498296875;1479498297359;484
TIGR01405;4;1479498297363;1479498298797;1434
TIGR01406;3;1479498298799;1479498299364;565
TIGR01407;3;1479498299368;1479498300347;979
TIGR01408;3;1479498300349;1479498300852;503
TIGR01414;2;1479498300856;1479498301248;392
TIGR01417;4;1479498301252;1479498302434;1182
TIGR01418;5;1479498302436;1479498304876;2440
TIGR01420;3;1479498304878;1479498305468;590
TIGR01422;4;1479498305472;1479498306163;691
TIGR01424;2;1479498306165;1479498306606;441
TIGR01425;3;1479498306611;1479498307419;808
TIGR01427;2;1479498307423;1479498307886;463
TIGR01428;4;1479498307890;1479498308684;794
TIGR01437;2;1479498308686;1479498309084;398
TIGR01438;3;1479498309086;1479498310003;917
TIGR01439;2;1479498310004;1479498310294;290
TIGR01441;2;1479498310296;1479498310731;435
TIGR01446;3;1479498310733;1479498311210;477
TIGR01447;5;1479498311213;1479498312585;1372
TIGR01448;2;1479498312589;1479498313040;451
TIGR01449;3;1479498313044;1479498313573;529
TIGR01452;2;1479498313577;1479498313967;390
TIGR01453;2;1479498313971;1479498314396;425
TIGR01454;3;1479498314398;1479498314906;508
TIGR01455;2;1479498314910;1479498315321;411
TIGR01460;2;1479498315325;1479498315713;388
TIGR01461;2;1479498315715;1479498316050;335
TIGR01462;2;1479498316052;1479498316414;362
TIGR01465;2;1479498316416;1479498316823;407
TIGR01466;2;1479498316825;1479498317221;396
TIGR01469;4;1479498317223;1479498318189;966
TIGR01472;4;1479498318191;1479498318727;536
TIGR01479;3;1479498318731;1479498319317;586
TIGR01481;2;1479498319321;1479498319721;400
TIGR01482;4;1479498319725;1479498320347;622
TIGR01484;2;1479498320349;1479498320724;375
TIGR01486;2;1479498320726;1479498321076;350
TIGR01487;4;1479498321078;1479498321746;668
TIGR01488;4;1479498321748;1479498322688;940
TIGR01489;2;1479498322690;1479498323066;376
TIGR01490;3;1479498323070;1479498323552;482
TIGR01491;2;1479498323556;1479498323929;373
TIGR01493;2;1479498323933;1479498324345;412
TIGR01494;3;1479498324347;1479498325232;885
TIGR01497;4;1479498325234;1479498326492;1258
TIGR01498;2;1479498326496;1479498326863;367
TIGR01499;3;1479498326867;1479498327663;796
TIGR01500;2;1479498327665;1479498328032;367
TIGR01504;2;1479498328036;1479498328550;514
TIGR01505;2;1479498328555;1479498328904;349
TIGR01509;5;1479498328908;1479498329804;896
TIGR01510;2;1479498329808;1479498330191;383
TIGR01511;3;1479498330193;1479498331000;807
TIGR01512;3;1479498331002;1479498332163;1161
TIGR01513;2;1479498332167;1479498332570;403
TIGR01514;3;1479498332574;1479498333114;540
TIGR01515;3;1479498333116;1479498334195;1079
TIGR01517;3;1479498334197;1479498335373;1176
TIGR01520;2;1479498335375;1479498335739;364
TIGR01521;2;1479498335743;1479498336189;446
TIGR01522;3;1479498336192;1479498337773;1581
TIGR01523;5;1479498337775;1479498339817;2042
TIGR01524;3;1479498339819;1479498340884;1065
TIGR01525;3;1479498340888;1479498342056;1168
TIGR01526;2;1479498342058;1479498342236;178
TIGR01528;2;1479498342240;1479498342590;350
TIGR01530;3;1479498342594;1479498343433;839
TIGR01536;2;1479498343435;1479498343815;380
TIGR01537;2;1479498343820;1479498344215;395
TIGR01538;3;1479498344220;1479498345213;993
TIGR01539;2;1479498345215;1479498345667;452
TIGR01542;2;1479498345672;1479498346071;399
TIGR01543;3;1479498346075;1479498346561;486
TIGR01547;3;1479498346565;1479498347437;872
TIGR01549;2;1479498347439;1479498347826;387
TIGR01552;2;1479498347828;1479498348126;298
TIGR01554;3;1479498348131;1479498349017;886
TIGR01556;3;1479498349021;1479498349698;677
TIGR01560;2;1479498349701;1479498349954;253
TIGR01561;2;1479498349956;1479498350393;437
TIGR01563;2;1479498350397;1479498350701;304
TIGR01573;2;1479498350705;1479498351027;322
TIGR01574;3;1479498351029;1479498351920;891
TIGR01575;3;1479498351924;1479498352426;502
TIGR01578;3;1479498352428;1479498353326;898
TIGR01579;3;1479498353330;1479498354240;910
TIGR01581;6;1479498354244;1479498355943;1699
TIGR01582;2;1479498355945;1479498356341;396
TIGR01587;3;1479498356343;1479498356983;640
TIGR01591;2;1479498356987;1479498357501;514
TIGR01592;3;1479498357505;1479498357719;214
TIGR01593;2;1479498357723;1479498358074;351
TIGR01595;2;1479498358076;1479498358510;434
TIGR01603;2;1479498358514;1479498358908;394
TIGR01613;8;1479498358910;1479498361688;2778
TIGR01616;2;1479498361690;1479498362014;324
TIGR01617;2;1479498362016;1479498362334;318
TIGR01618;2;1479498362336;1479498362802;466
TIGR01621;2;1479498362806;1479498363181;375
TIGR01625;3;1479498363185;1479498363713;528
TIGR01630;2;1479498363714;1479498364056;342
TIGR01647;3;1479498364060;1479498365222;1162
TIGR01650;2;1479498365224;1479498365651;427
TIGR01657;3;1479498365655;1479498366305;650
TIGR01662;6;1479498366309;1479498367437;1128
TIGR01665;2;1479498367439;1479498367955;516
TIGR01668;2;1479498367959;1479498368331;372
TIGR01670;3;1479498368335;1479498368777;442
TIGR01671;3;1479498368782;1479498369217;435
TIGR01683;2;1479498369219;1479498369506;287
TIGR01692;2;1479498369508;1479498369857;349
TIGR01694;2;1479498369859;1479498370253;394
TIGR01695;4;1479498370257;1479498371225;968
TIGR01696;3;1479498371227;1479498371742;515
TIGR01697;2;1479498371744;1479498372104;360
TIGR01698;2;1479498372107;1479498372501;394
TIGR01699;2;1479498372505;1479498372900;395
TIGR01700;2;1479498372904;1479498373295;391
TIGR01703;3;1479498373299;1479498374037;738
TIGR01704;3;1479498374039;1479498374579;540
TIGR01718;2;1479498374583;1479498374952;369
TIGR01719;2;1479498374956;1479498375318;362
TIGR01722;2;1479498375320;1479498375740;420
TIGR01725;2;1479498375742;1479498376096;354
TIGR01726;2;1479498376098;1479498376439;341
TIGR01727;2;1479498376441;1479498376865;424
TIGR01728;2;1479498376867;1479498377255;388
TIGR01729;2;1479498377259;1479498377662;403
TIGR01730;4;1479498377666;1479498378764;1098
TIGR01733;3;1479498378769;1479498379750;981
TIGR01734;3;1479498379753;1479498380707;954
TIGR01735;4;1479498380709;1479498382517;1808
TIGR01736;4;1479498382522;1479498383800;1278
TIGR01737;2;1479498383803;1479498384220;417
TIGR01738;3;1479498384224;1479498384840;616
TIGR01743;2;1479498384842;1479498385220;378
TIGR01744;2;1479498385224;1479498385593;369
TIGR01746;2;1479498385597;1479498386001;404
TIGR01750;2;1479498386005;1479498386289;284
TIGR01752;2;1479498386291;1479498386657;366
TIGR01753;3;1479498386661;1479498387166;505
TIGR01754;2;1479498387170;1479498387541;371
TIGR01756;2;1479498387545;1479498387979;434
TIGR01758;2;1479498387982;1479498388426;444
TIGR01759;2;1479498388428;1479498388872;444
TIGR01763;2;1479498388874;1479498389325;451
TIGR01764;5;1479498389327;1479498389929;602
TIGR01766;2;1479498389931;1479498390249;318
TIGR01771;2;1479498390251;1479498390698;447
TIGR01772;2;1479498390700;1479498391150;450
TIGR01773;2;1479498391152;1479498391557;405
TIGR01774;3;1479498391561;1479498392215;654
TIGR01776;2;1479498392217;1479498392609;392
TIGR01777;2;1479498392613;1479498392977;364
TIGR01779;2;1479498392981;1479498393494;513
TIGR01780;3;1479498393498;1479498394113;615
TIGR01782;2;1479498394117;1479498394556;439
TIGR01783;3;1479498394560;1479498395498;938
TIGR01784;2;1479498395502;1479498395881;379
TIGR01785;3;1479498395885;1479498396000;115
TIGR01786;3;1479498396004;1479498396121;117
TIGR01788;2;1479498396125;1479498396497;372
TIGR01793;2;1479498396501;1479498396875;374
TIGR01798;2;1479498396879;1479498397337;458
TIGR01800;2;1479498397339;1479498397751;412
TIGR01804;2;1479498397755;1479498398190;435
TIGR01809;2;1479498398192;1479498398506;314
TIGR01811;2;1479498398510;1479498398846;336
TIGR01812;3;1479498398850;1479498399374;524
TIGR01813;4;1479498399378;1479498400300;922
TIGR01815;3;1479498400302;1479498401117;815
TIGR01816;2;1479498401120;1479498401555;435
TIGR01817;4;1479498401559;1479498402530;971
TIGR01818;3;1479498402534;1479498403345;811
TIGR01821;4;1479498403347;1479498404496;1149
TIGR01822;4;1479498404500;1479498405599;1099
TIGR01823;2;1479498405601;1479498406039;438
TIGR01824;2;1479498406043;1479498406502;459
TIGR01825;4;1479498406505;1479498407642;1137
TIGR01828;3;1479498407644;1479498408283;639
TIGR01829;3;1479498408287;1479498408800;513
TIGR01830;3;1479498408804;1479498409321;517
TIGR01831;3;1479498409325;1479498409839;514
TIGR01832;3;1479498409843;1479498410360;517
TIGR01835;2;1479498410364;1479498410779;415
TIGR01842;3;1479498410784;1479498412111;1327
TIGR01843;3;1479498412113;1479498412636;523
TIGR01844;3;1479498412640;1479498413470;830
TIGR01845;3;1479498413472;1479498414216;744
TIGR01846;3;1479498414219;1479498415258;1039
TIGR01850;2;1479498415262;1479498415512;250
TIGR01851;3;1479498415516;1479498415987;471
TIGR01853;2;1479498415991;1479498416248;257
TIGR01857;3;1479498416252;1479498417351;1099
TIGR01858;3;1479498417355;1479498417838;483
TIGR01859;3;1479498417842;1479498418367;525
TIGR01863;2;1479498418369;1479498418833;464
TIGR01865;2;1479498418837;1479498419459;622
TIGR01875;2;1479498419461;1479498419648;187
TIGR01876;3;1479498419652;1479498420206;554
TIGR01879;3;1479498420210;1479498420894;684
TIGR01880;2;1479498420899;1479498421289;390
TIGR01882;3;1479498421293;1479498422051;758
TIGR01883;3;1479498422053;1479498422773;720
TIGR01884;2;1479498422776;1479498423117;341
TIGR01885;3;1479498423121;1479498424184;1063
TIGR01890;2;1479498424188;1479498424537;349
TIGR01891;3;1479498424541;1479498425501;960
TIGR01892;2;1479498425503;1479498425888;385
TIGR01893;2;1479498425892;1479498426405;513
TIGR01902;3;1479498426410;1479498426950;540
TIGR01910;4;1479498426955;1479498428030;1075
TIGR01912;3;1479498428032;1479498428486;454
TIGR01919;3;1479498428488;1479498429073;585
TIGR01923;3;1479498429077;1479498429995;918
TIGR01924;2;1479498429997;1479498430353;356
TIGR01925;2;1479498430355;1479498430710;355
TIGR01927;2;1479498430712;1479498431054;342
TIGR01928;2;1479498431058;1479498431401;343
TIGR01929;2;1479498431406;1479498431519;113
TIGR01932;3;1479498431523;1479498432061;538
TIGR01933;2;1479498432065;1479498432452;387
TIGR01934;2;1479498432456;1479498432853;397
TIGR01936;2;1479498432857;1479498433234;377
TIGR01937;2;1479498433237;1479498433648;411
TIGR01939;3;1479498433652;1479498434218;566
TIGR01940;3;1479498434222;1479498434688;466
TIGR01943;3;1479498434692;1479498435156;464
TIGR01945;2;1479498435160;1479498435630;470
TIGR01946;2;1479498435632;1479498436033;401
TIGR01948;3;1479498436037;1479498436515;478
TIGR01951;2;1479498436519;1479498436750;231
TIGR01953;2;1479498436754;1479498437106;352
TIGR01955;3;1479498437110;1479498437558;448
TIGR01956;2;1479498437560;1479498437868;308
TIGR01958;2;1479498437870;1479498438223;353
TIGR01959;3;1479498438227;1479498438810;583
TIGR01963;3;1479498438814;1479498439382;568
TIGR01968;2;1479498439387;1479498439501;114
TIGR01969;2;1479498439505;1479498439620;115
TIGR01971;2;1479498439624;1479498439948;324
TIGR01976;3;1479498439952;1479498440684;732
TIGR01977;3;1479498440686;1479498441488;802
TIGR01978;6;1479498441490;1479498443911;2421
TIGR01979;3;1479498443915;1479498444650;735
TIGR01980;3;1479498444652;1479498445444;792
TIGR01981;3;1479498445448;1479498446054;606
TIGR01983;2;1479498446058;1479498446509;451
TIGR01990;3;1479498446513;1479498447001;488
TIGR01991;3;1479498447005;1479498447769;764
TIGR01993;3;1479498447771;1479498448282;511
TIGR01994;3;1479498448285;1479498448729;444
TIGR01995;2;1479498448731;1479498449247;516
TIGR01998;2;1479498449249;1479498449653;404
TIGR01999;3;1479498449657;1479498450074;417
TIGR02000;3;1479498450076;1479498450488;412
TIGR02002;2;1479498450490;1479498450905;415
TIGR02003;2;1479498450909;1479498451180;271
TIGR02004;3;1479498451184;1479498451713;529
TIGR02005;2;1479498451717;1479498452133;416
TIGR02006;3;1479498452137;1479498452861;724
TIGR02009;3;1479498452863;1479498453379;516
TIGR02010;2;1479498453384;1479498453730;346
TIGR02012;3;1479498453732;1479498454374;642
TIGR02013;4;1479498454376;1479498456458;2082
TIGR02018;3;1479498456462;1479498456915;453
TIGR02023;2;1479498456917;1479498457271;354
TIGR02025;2;1479498457275;1479498457736;461
TIGR02026;2;1479498457740;1479498458249;509
TIGR02027;2;1479498458253;1479498458676;423
TIGR02031;3;1479498458678;1479498459684;1006
TIGR02032;2;1479498459686;1479498460031;345
TIGR02033;3;1479498460035;1479498460625;590
TIGR02034;2;1479498460630;1479498461000;370
TIGR02036;3;1479498461004;1479498461737;733
TIGR02037;4;1479498461739;1479498462942;1203
TIGR02038;3;1479498462946;1479498463727;781
TIGR02051;2;1479498463731;1479498464111;380
TIGR02052;3;1479498464115;1479498464567;452
TIGR02053;2;1479498464569;1479498465004;435
TIGR02062;3;1479498465008;1479498465664;656
TIGR02063;3;1479498465666;1479498466225;559
TIGR02065;3;1479498466229;1479498466875;646
TIGR02066;2;1479498466877;1479498467298;421
TIGR02067;2;1479498467300;1479498467651;351
TIGR02068;2;1479498467653;1479498468111;458
TIGR02071;3;1479498468116;1479498469627;1511
TIGR02072;2;1479498469629;1479498470023;394
TIGR02073;3;1479498470028;1479498471583;1555
TIGR02074;3;1479498471587;1479498473331;1744
TIGR02075;2;1479498473336;1479498473654;318
TIGR02076;2;1479498473658;1479498473994;336
TIGR02078;2;1479498473996;1479498474432;436
TIGR02079;2;1479498474436;1479498474873;437
TIGR02080;3;1479498474878;1479498475367;489
TIGR02082;2;1479498475371;1479498475792;421
TIGR02083;3;1479498475796;1479498476297;501
TIGR02084;2;1479498476301;1479498476674;373
TIGR02085;2;1479498476676;1479498477097;421
TIGR02086;2;1479498477101;1479498477454;353
TIGR02087;2;1479498477458;1479498477824;366
TIGR02090;4;1479498477828;1479498478846;1018
TIGR02091;2;1479498478848;1479498479332;484
TIGR02092;2;1479498479334;1479498479768;434
TIGR02093;3;1479498479772;1479498480606;834
TIGR02094;2;1479498480608;1479498481015;407
TIGR02095;3;1479498481019;1479498481543;524
TIGR02100;3;1479498481547;1479498482330;783
TIGR02102;2;1479498482332;1479498482673;341
TIGR02103;2;1479498482675;1479498483045;370
TIGR02104;2;1479498483050;1479498483530;480
TIGR02110;2;1479498483534;1479498483945;411
TIGR02116;2;1479498483949;1479498484259;310
TIGR02119;2;1479498484261;1479498484715;454
TIGR02120;2;1479498484718;1479498485135;417
TIGR02121;2;1479498485139;1479498485597;458
TIGR02122;3;1479498485599;1479498486263;664
TIGR02124;2;1479498486265;1479498486602;337
TIGR02129;2;1479498486604;1479498487012;408
TIGR02133;3;1479498487016;1479498487442;426
TIGR02134;2;1479498487444;1479498487820;376
TIGR02135;5;1479498487822;1479498488867;1045
TIGR02138;3;1479498488870;1479498489417;547
TIGR02139;5;1479498489421;1479498490927;1506
TIGR02140;4;1479498490929;1479498491785;856
TIGR02141;6;1479498491788;1479498493032;1244
TIGR02142;5;1479498493034;1479498494509;1475
TIGR02143;4;1479498494512;1479498495645;1133
TIGR02146;3;1479498495647;1479498496261;614
TIGR02149;3;1479498496265;1479498497070;805
TIGR02152;4;1479498497074;1479498497883;809
TIGR02153;2;1479498497887;1479498498336;449
TIGR02154;3;1479498498338;1479498498856;518
TIGR02155;2;1479498498860;1479498499363;503
TIGR02163;3;1479498499365;1479498499796;431
TIGR02166;2;1479498499800;1479498500326;526
TIGR02168;4;1479498500330;1479498501353;1023
TIGR02169;3;1479498501357;1479498502193;836
TIGR02170;4;1479498502197;1479498502311;114
TIGR02173;4;1479498502315;1479498503146;831
TIGR02175;2;1479498503148;1479498503522;374
TIGR02176;3;1479498503526;1479498504334;808
TIGR02185;2;1479498504337;1479498504710;373
TIGR02188;4;1479498504714;1479498505900;1186
TIGR02191;2;1479498505902;1479498506346;444
TIGR02193;2;1479498506348;1479498506688;340
TIGR02197;3;1479498506690;1479498507495;805
TIGR02203;3;1479498507497;1479498508500;1003
TIGR02204;3;1479498508504;1479498509501;997
TIGR02209;2;1479498509505;1479498509839;334
TIGR02210;2;1479498509843;1479498510283;440
TIGR02211;7;1479498510287;1479498512303;2016
TIGR02212;2;1479498512305;1479498512743;438
TIGR02213;2;1479498512747;1479498513165;418
TIGR02214;2;1479498513169;1479498513685;516
TIGR02222;2;1479498513690;1479498513931;241
TIGR02224;4;1479498513935;1479498514984;1049
TIGR02225;4;1479498514986;1479498516068;1082
TIGR02227;3;1479498516070;1479498516534;464
TIGR02236;3;1479498516538;1479498517098;560
TIGR02237;3;1479498517104;1479498517656;552
TIGR02238;3;1479498517660;1479498518245;585
TIGR02239;2;1479498518249;1479498518658;409
TIGR02247;4;1479498518662;1479498519442;780
TIGR02249;2;1479498519446;1479498519855;409
TIGR02252;3;1479498519857;1479498520509;652
TIGR02253;3;1479498520511;1479498521135;624
TIGR02254;3;1479498521137;1479498521754;617
TIGR02257;2;1479498521756;1479498522221;465
TIGR02259;2;1479498522225;1479498522623;398
TIGR02261;2;1479498522627;1479498523019;392
TIGR02262;4;1479498523023;1479498524309;1286
TIGR02273;2;1479498524313;1479498524686;373
TIGR02274;3;1479498524690;1479498525162;472
TIGR02275;3;1479498525164;1479498526228;1064
TIGR02278;2;1479498526230;1479498526659;429
TIGR02280;2;1479498526661;1479498526769;108
TIGR02286;3;1479498526774;1479498527226;452
TIGR02287;4;1479498527229;1479498528021;792
TIGR02289;3;1479498528025;1479498528731;706
TIGR02290;3;1479498528733;1479498529616;883
TIGR02294;2;1479498529618;1479498530079;461
TIGR02297;5;1479498530083;1479498531244;1161
TIGR02299;2;1479498531248;1479498531633;385
TIGR02306;2;1479498531637;1479498532046;409
TIGR02313;2;1479498532050;1479498532435;385
TIGR02314;7;1479498532439;1479498535385;2946
TIGR02315;8;1479498535387;1479498538206;2819
TIGR02316;3;1479498538210;1479498539051;841
TIGR02322;3;1479498539052;1479498539555;503
TIGR02323;5;1479498539557;1479498540904;1347
TIGR02324;7;1479498540908;1479498543206;2298
TIGR02325;3;1479498543208;1479498543657;449
TIGR02329;4;1479498543661;1479498544637;976
TIGR02333;2;1479498544639;1479498545037;398
TIGR02336;2;1479498545041;1479498545422;381
TIGR02337;3;1479498545424;1479498545895;471
TIGR02349;3;1479498545899;1479498546479;580
TIGR02350;3;1479498546483;1479498547251;768
TIGR02351;3;1479498547253;1479498547732;479
TIGR02352;2;1479498547736;1479498548165;429
TIGR02353;3;1479498548169;1479498548654;485
TIGR02354;3;1479498548658;1479498549141;483
TIGR02355;2;1479498549143;1479498549504;361
TIGR02356;2;1479498549506;1479498549863;357
TIGR02361;2;1479498549867;1479498550246;379
TIGR02366;3;1479498550250;1479498550757;507
TIGR02370;3;1479498550761;1479498551256;495
TIGR02372;2;1479498551259;1479498551616;357
TIGR02374;3;1479498551621;1479498552453;832
TIGR02379;2;1479498552457;1479498552896;439
TIGR02380;3;1479498552900;1479498553671;771
TIGR02384;3;1479498553673;1479498554105;432
TIGR02385;2;1479498554109;1479498554437;328
TIGR02386;3;1479498554439;1479498555203;764
TIGR02387;3;1479498555205;1479498555977;772
TIGR02390;;1479498555979;1479498556093;114
TIGR02392;;1479498556097;1479498556209;112
TIGR02393;;1479498556213;1479498556324;111
TIGR02394;;1479498556328;1479498556438;110
TIGR02395;;1479498556442;1479498556552;110
TIGR02397;;1479498556556;1479498556667;111
TIGR02403;;1479498556671;1479498556781;110
TIGR02404;;1479498556785;1479498556895;110
TIGR02405;;1479498556899;1479498557012;113
TIGR02406;;1479498557016;1479498557128;112
TIGR02407;;1479498557132;1479498557243;111
TIGR02415;;1479498557247;1479498557358;111
TIGR02416;;1479498557362;1479498557473;111
TIGR02417;;1479498557477;1479498557587;110
TIGR02418;;1479498557591;1479498557701;110
TIGR02424;;1479498557705;1479498557817;112
TIGR02425;;1479498557821;1479498557930;109
TIGR02426;;1479498557934;1479498558049;115
TIGR02427;;1479498558053;1479498558167;114
TIGR02432;;1479498558172;1479498558282;110
TIGR02437;;1479498558286;1479498558396;110
TIGR02440;;1479498558400;1479498558510;110
TIGR02441;;1479498558514;1479498558625;111
TIGR02442;;1479498558629;1479498558742;113
TIGR02453;;1479498558746;1479498558857;111
TIGR02454;;1479498558861;1479498558973;112
TIGR02456;;1479498558977;1479498559092;115
TIGR02468;;1479498559096;1479498559206;110
TIGR02469;;1479498559210;1479498559321;111
TIGR02470;;1479498559325;1479498559436;111
TIGR02472;;1479498559440;1479498559550;110
TIGR02476;;1479498559554;1479498559663;109
TIGR02477;;1479498559667;1479498559776;109
TIGR02478;;1479498559780;1479498559890;110
TIGR02479;;1479498559895;1479498560009;114
TIGR02482;;1479498560013;1479498560127;114
TIGR02483;;1479498560131;1479498560243;112
TIGR02485;;1479498560247;1479498560359;112
TIGR02487;;1479498560363;1479498560475;112
TIGR02490;;1479498560479;1479498560591;112
TIGR02491;;1479498560595;1479498560706;111
TIGR02492;;1479498560710;1479498560820;110
TIGR02493;;1479498560824;1479498560934;110
TIGR02494;;1479498560939;1479498561054;115
TIGR02495;;1479498561058;1479498561168;110
TIGR02504;;1479498561172;1479498561284;112
TIGR02512;;1479498561288;1479498561400;112
TIGR02515;;1479498561404;1479498561516;112
TIGR02518;;1479498561519;1479498561631;112
TIGR02521;;1479498561635;1479498561745;110
TIGR02524;;1479498561749;1479498561859;110
