name;seq;start;end;diff
TIGR02528;;1479498561863;1479498561975;112
TIGR02529;;1479498561979;1479498562091;112
TIGR02530;;1479498562095;1479498562206;111
TIGR02531;;1479498562210;1479498562320;110
TIGR02533;;1479498562325;1479498562435;110
TIGR02534;;1479498562439;1479498562550;111
TIGR02538;;1479498562554;1479498562663;109
TIGR02541;;1479498562667;1479498562778;111
TIGR02546;;1479498562782;1479498562893;111
TIGR02550;;1479498562897;1479498563011;114
TIGR02571;;1479498563015;1479498563126;111
TIGR02585;;1479498563130;1479498563241;111
TIGR02589;;1479498563245;1479498563357;112
TIGR02590;;1479498563361;1479498563471;110
TIGR02607;;1479498563475;1479498563585;110
TIGR02609;;1479498563589;1479498563699;110
TIGR02612;;1479498563703;1479498563813;110
TIGR02613;;1479498563817;1479498563927;110
TIGR02614;;1479498563931;1479498564046;115
TIGR02615;;1479498564050;1479498564160;110
TIGR02617;;1479498564165;1479498564275;110
TIGR02618;;1479498564279;1479498564389;110
TIGR02622;;1479498564393;1479498564504;111
TIGR02625;;1479498564508;1479498564617;109
TIGR02627;;1479498564622;1479498564732;110
TIGR02628;;1479498564736;1479498564847;111
TIGR02632;;1479498564851;1479498564962;111
TIGR02633;;1479498564966;1479498565081;115
TIGR02634;;1479498565086;1479498565197;111
TIGR02636;;1479498565201;1479498565311;110
TIGR02638;;1479498565315;1479498565425;110
TIGR02639;;1479498565430;1479498565541;111
TIGR02640;;1479498565545;1479498565657;112
TIGR02643;;1479498565661;1479498565771;110
TIGR02644;;1479498565774;1479498565883;109
TIGR02645;;1479498565887;1479498566001;114
TIGR02649;;1479498566005;1479498566116;111
TIGR02650;;1479498566120;1479498566229;109
TIGR02651;;1479498566233;1479498566343;110
TIGR02653;;1479498566348;1479498566459;111
TIGR02660;;1479498566463;1479498566573;110
TIGR02662;;1479498566577;1479498566689;112
TIGR02665;;1479498566693;1479498566805;112
TIGR02666;;1479498566809;1479498566919;110
TIGR02668;;1479498566923;1479498567039;116
TIGR02669;;1479498567043;1479498567156;113
TIGR02673;;1479498567160;1479498567269;109
TIGR02680;;1479498567273;1479498567382;109
TIGR02684;;1479498567387;1479498567496;109
TIGR02685;;1479498567500;1479498567609;109
TIGR02687;;1479498567614;1479498567723;109
TIGR02688;;1479498567728;1479498567840;112
TIGR02692;;1479498567844;1479498567957;113
TIGR02696;;1479498567961;1479498568077;116
TIGR02698;;1479498568081;1479498568191;110
TIGR02700;;1479498568195;1479498568305;110
TIGR02706;;1479498568310;1479498568420;110
TIGR02707;;1479498568424;1479498568535;111
TIGR02709;;1479498568539;1479498568650;111
TIGR02711;;1479498568655;1479498568765;110
TIGR02712;;1479498568769;1479498568879;110
TIGR02713;;1479498568883;1479498568996;113
TIGR02715;;1479498569000;1479498569110;110
TIGR02719;;1479498569115;1479498569225;110
TIGR02720;;1479498569229;1479498569340;111
TIGR02726;;1479498569345;1479498569456;111
TIGR02729;;1479498569460;1479498569569;109
TIGR02738;;1479498569574;1479498569682;108
TIGR02746;;1479498569687;1479498569797;110
TIGR02748;;1479498569801;1479498569911;110
TIGR02749;;1479498569915;1479498570058;143
TIGR02752;;1479498570063;1479498570200;137
TIGR02757;;1479498570205;1479498570315;110
TIGR02759;;1479498570319;1479498570428;109
TIGR02764;;1479498570433;1479498570542;109
TIGR02767;;1479498570546;1479498570658;112
TIGR02768;;1479498570663;1479498570775;112
TIGR02769;;1479498570779;1479498570890;111
TIGR02770;;1479498570895;1479498571009;114
TIGR02773;;1479498571013;1479498571127;114
TIGR02774;;1479498571131;1479498571242;111
TIGR02776;;1479498571247;1479498571356;109
TIGR02779;;1479498571361;1479498571471;110
TIGR02782;;1479498571475;1479498571585;110
TIGR02784;;1479498571589;1479498571699;110
TIGR02785;;1479498571703;1479498571813;110
TIGR02788;;1479498571817;1479498571929;112
TIGR02789;;1479498571933;1479498572047;114
TIGR02790;;1479498572051;1479498572164;113
TIGR02794;;1479498572169;1479498572278;109
TIGR02799;;1479498572283;1479498572393;110
TIGR02812;;1479498572397;1479498572508;111
TIGR02818;;1479498572512;1479498572623;111
TIGR02819;;1479498572627;1479498572737;110
TIGR02821;;1479498572742;1479498572852;110
TIGR02822;;1479498572856;1479498572967;111
TIGR02824;;1479498572971;1479498573086;115
TIGR02826;;1479498573090;1479498573200;110
TIGR02827;;1479498573205;1479498573315;110
TIGR02829;;1479498573320;1479498573430;110
TIGR02830;;1479498573434;1479498573543;109
TIGR02832;;1479498573547;1479498573657;110
TIGR02835;;1479498573661;1479498573773;112
TIGR02836;;1479498573777;1479498573889;112
TIGR02837;;1479498573894;1479498574008;114
TIGR02838;;1479498574012;1479498574126;114
TIGR02839;;1479498574130;1479498574241;111
TIGR02846;;1479498574245;1479498574357;112
TIGR02850;;1479498574361;1479498574472;111
TIGR02851;;1479498574477;1479498574586;109
TIGR02852;;1479498574590;1479498574699;109
TIGR02853;;1479498574703;1479498574813;110
TIGR02854;;1479498574817;1479498574926;109
TIGR02856;;1479498574931;1479498575045;114
TIGR02857;;1479498575049;1479498575163;114
TIGR02858;;1479498575168;1479498575279;111
TIGR02859;;1479498575283;1479498575393;110
TIGR02860;;1479498575397;1479498575508;111
TIGR02867;;1479498575513;1479498575623;110
TIGR02868;;1479498575628;1479498575739;111
TIGR02869;;1479498575743;1479498575853;110
TIGR02870;;1479498575857;1479498575969;112
TIGR02871;;1479498575973;1479498576088;115
TIGR02872;;1479498576092;1479498576206;114
TIGR02873;;1479498576210;1479498576321;111
TIGR02875;;1479498576325;1479498576435;110
TIGR02876;;1479498576440;1479498576549;109
TIGR02880;;1479498576554;1479498576663;109
TIGR02881;;1479498576667;1479498576778;111
TIGR02883;;1479498576782;1479498576893;111
TIGR02884;;1479498576897;1479498577011;114
TIGR02885;;1479498577015;1479498577127;112
TIGR02886;;1479498577131;1479498577242;111
TIGR02887;;1479498577246;1479498577357;111
TIGR02888;;1479498577361;1479498577472;111
TIGR02892;;1479498577477;1479498577587;110
TIGR02893;;1479498577591;1479498577700;109
TIGR02895;;1479498577705;1479498577815;110
TIGR02900;;1479498577819;1479498577929;110
TIGR02902;;1479498577934;1479498578049;115
TIGR02903;;1479498578053;1479498578168;115
TIGR02907;;1479498578172;1479498578281;109
TIGR02911;;1479498578285;1479498578395;110
TIGR02912;;1479498578400;1479498578509;109
TIGR02915;;1479498578514;1479498578624;110
TIGR02916;;1479498578628;1479498578737;109
TIGR02918;;1479498578741;1479498578851;110
TIGR02920;;1479498578855;1479498578967;112
TIGR02937;;1479498578971;1479498579087;116
TIGR02938;;1479498579091;1479498579200;109
TIGR02939;;1479498579205;1479498579314;109
TIGR02941;;1479498579318;1479498579429;111
TIGR02943;;1479498579434;1479498579543;109
TIGR02944;;1479498579547;1479498579658;111
TIGR02947;;1479498579662;1479498579772;110
TIGR02948;;1479498579776;1479498579885;109
TIGR02950;;1479498579890;1479498580002;112
TIGR02952;;1479498580006;1479498580119;113
TIGR02954;;1479498580123;1479498580239;116
TIGR02956;;1479498580241;1479498580352;111
TIGR02957;;1479498580354;1479498580464;110
TIGR02959;;1479498580466;1479498580583;117
TIGR02960;;1479498580585;1479498580695;110
TIGR02965;;1479498580697;1479498580812;115
TIGR02966;;1479498580814;1479498580921;107
TIGR02967;;1479498580923;1479498581036;113
TIGR02969;;1479498581038;1479498581155;117
TIGR02971;;1479498581157;1479498581268;111
TIGR02974;;1479498581270;1479498581380;110
TIGR02980;;1479498581382;1479498581492;110
TIGR02981;;1479498581495;1479498581605;110
TIGR02982;;1479498581607;1479498581719;112
TIGR02983;;1479498581721;1479498581832;111
TIGR02984;;1479498581834;1479498581943;109
TIGR02985;;1479498581947;1479498582068;121
TIGR02987;;1479498582070;1479498582175;105
TIGR02988;;1479498582179;1479498582290;111
TIGR02989;;1479498582295;1479498582406;111
TIGR02991;;1479498582411;1479498582521;110
TIGR02993;;1479498582525;1479498582636;111
TIGR02994;;1479498582641;1479498582751;110
TIGR02995;;1479498582755;1479498582867;112
TIGR02997;;1479498582872;1479498582985;113
TIGR02999;;1479498582990;1479498583101;111
TIGR03001;;1479498583106;1479498583216;110
TIGR03003;;1479498583220;1479498583331;111
TIGR03004;;1479498583335;1479498583446;111
TIGR03005;;1479498583451;1479498583562;111
TIGR03013;;1479498583566;1479498583677;111
TIGR03017;;1479498583681;1479498583796;115
TIGR03018;;1479498583800;1479498583911;111
TIGR03019;;1479498583916;1479498584030;114
TIGR03020;;1479498584034;1479498584143;109
TIGR03022;;1479498584147;1479498584258;111
TIGR03023;;1479498584262;1479498584373;111
TIGR03025;;1479498584378;1479498584490;112
TIGR03026;;1479498584494;1479498584605;111
TIGR03028;;1479498584609;1479498584721;112
TIGR03029;;1479498584725;1479498584835;110
TIGR03033;;1479498584840;1479498584950;110
TIGR03062;;1479498584954;1479498585068;114
TIGR03064;;1479498585072;1479498585185;113
TIGR03070;;1479498585190;1479498585300;110
TIGR03072;;1479498585304;1479498585413;109
TIGR03073;;1479498585417;1479498585527;110
TIGR03081;;1479498585531;1479498585641;110
TIGR03087;;1479498585645;1479498585756;111
TIGR03088;;1479498585761;1479498585873;112
TIGR03098;;1479498585877;1479498585992;115
TIGR03099;;1479498585996;1479498586110;114
TIGR03103;;1479498586115;1479498586225;110
TIGR03104;;1479498586229;1479498586340;111
TIGR03105;;1479498586345;1479498586455;110
TIGR03108;;1479498586459;1479498586569;110
TIGR03111;;1479498586573;1479498586684;111
TIGR03128;;1479498586688;1479498586798;110
TIGR03133;;1479498586803;1479498586911;108
TIGR03136;;1479498586915;1479498587029;114
TIGR03137;;1479498587033;1479498587147;114
TIGR03140;;1479498587151;1479498587263;112
TIGR03143;;1479498587267;1479498587380;113
TIGR03144;;1479498587384;1479498587494;110
TIGR03150;;1479498587498;1479498587609;111
TIGR03151;;1479498587613;1479498587725;112
TIGR03153;;1479498587729;1479498587841;112
TIGR03156;;1479498587845;1479498587958;113
TIGR03160;;1479498587962;1479498588075;113
TIGR03162;;1479498588080;1479498588191;111
TIGR03168;;1479498588195;1479498588307;112
TIGR03169;;1479498588311;1479498588423;112
TIGR03173;;1479498588427;1479498588537;110
TIGR03178;;1479498588542;1479498588652;110
TIGR03182;;1479498588656;1479498588767;111
TIGR03183;;1479498588771;1479498588884;113
TIGR03189;;1479498588887;1479498589000;113
TIGR03192;;1479498589004;1479498589115;111
TIGR03194;;1479498589120;1479498589230;110
TIGR03196;;1479498589234;1479498589343;109
TIGR03197;;1479498589347;1479498589459;112
TIGR03200;;1479498589463;1479498589574;111
TIGR03201;;1479498589578;1479498589689;111
TIGR03202;;1479498589693;1479498589805;112
TIGR03205;;1479498589809;1479498589920;111
TIGR03206;;1479498589924;1479498590039;115
TIGR03208;;1479498590043;1479498590154;111
TIGR03210;;1479498590158;1479498590268;110
TIGR03214;;1479498590273;1479498590384;111
TIGR03216;;1479498590388;1479498590498;110
TIGR03217;;1479498590502;1479498590612;110
TIGR03226;;1479498590616;1479498590726;110
TIGR03235;;1479498590731;1479498590842;111
TIGR03240;;1479498590846;1479498590959;113
TIGR03246;;1479498590963;1479498591079;116
TIGR03248;;1479498591083;1479498591194;111
TIGR03249;;1479498591198;1479498591309;111
TIGR03250;;1479498591314;1479498591426;112
TIGR03251;;1479498591431;1479498591543;112
TIGR03254;;1479498591547;1479498591660;113
TIGR03255;;1479498591664;1479498591775;111
TIGR03258;;1479498591779;1479498591891;112
TIGR03262;;1479498591895;1479498592010;115
TIGR03263;;1479498592014;1479498592127;113
TIGR03265;;1479498592131;1479498592243;112
TIGR03267;;1479498592247;1479498592359;112
TIGR03269;;1479498592362;1479498592474;112
TIGR03283;;1479498592479;1479498592589;110
TIGR03284;;1479498592594;1479498592704;110
TIGR03286;;1479498592708;1479498592818;110
TIGR03287;;1479498592822;1479498592932;110
TIGR03294;;1479498592937;1479498593051;114
TIGR03297;;1479498593055;1479498593171;116
TIGR03298;;1479498593175;1479498593290;115
TIGR03302;;1479498593295;1479498593406;111
TIGR03303;;1479498593410;1479498593522;112
TIGR03305;;1479498593526;1479498593636;110
TIGR03306;;1479498593641;1479498593751;110
TIGR03307;;1479498593755;1479498593866;111
TIGR03308;;1479498593870;1479498593982;112
TIGR03309;;1479498593986;1479498594099;113
TIGR03310;;1479498594103;1479498594214;111
TIGR03311;;1479498594219;1479498594329;110
TIGR03313;;1479498594334;1479498594444;110
TIGR03315;;1479498594448;1479498594559;111
TIGR03316;;1479498594564;1479498594675;111
TIGR03319;;1479498594679;1479498594790;111
TIGR03321;;1479498594795;1479498594907;112
TIGR03324;;1479498594911;1479498595027;116
TIGR03325;;1479498595031;1479498595143;112
TIGR03327;;1479498595147;1479498595259;112
TIGR03328;;1479498595263;1479498595375;112
TIGR03334;;1479498595380;1479498595489;109
TIGR03336;;1479498595493;1479498595604;111
TIGR03337;;1479498595608;1479498595718;110
TIGR03338;;1479498595722;1479498595832;110
TIGR03339;;1479498595836;1479498595947;111
TIGR03340;;1479498595951;1479498596064;113
TIGR03345;;1479498596069;1479498596180;111
TIGR03346;;1479498596184;1479498596294;110
TIGR03350;;1479498596298;1479498596409;111
TIGR03351;;1479498596413;1479498596525;112
TIGR03354;;1479498596529;1479498596640;111
TIGR03356;;1479498596645;1479498596756;111
TIGR03364;;1479498596760;1479498596871;111
TIGR03365;;1479498596875;1479498596988;113
TIGR03366;;1479498596992;1479498597106;114
TIGR03367;;1479498597111;1479498597220;109
TIGR03371;;1479498597225;1479498597335;110
TIGR03372;;1479498597339;1479498597449;110
TIGR03374;;1479498597453;1479498597563;110
TIGR03375;;1479498597567;1479498597680;113
TIGR03376;;1479498597684;1479498597795;111
TIGR03377;;1479498597799;1479498597910;111
TIGR03378;;1479498597914;1479498598029;115
TIGR03379;;1479498598034;1479498598145;111
TIGR03380;;1479498598149;1479498598260;111
TIGR03381;;1479498598264;1479498598375;111
TIGR03384;;1479498598379;1479498598491;112
TIGR03385;;1479498598495;1479498598606;111
TIGR03392;;1479498598610;1479498598721;111
TIGR03393;;1479498598725;1479498598835;110
TIGR03394;;1479498598839;1479498598951;112
TIGR03402;;1479498598955;1479498599069;114
TIGR03403;;1479498599074;1479498599184;110
TIGR03405;;1479498599188;1479498599299;111
TIGR03408;;1479498599303;1479498599414;111
TIGR03409;;1479498599418;1479498599529;111
TIGR03410;;1479498599534;1479498599644;110
TIGR03411;;1479498599648;1479498599760;112
TIGR03413;;1479498599764;1479498599874;110
TIGR03415;;1479498599879;1479498599992;113
TIGR03416;;1479498599996;1479498600109;113
TIGR03417;;1479498600113;1479498600225;112
TIGR03418;;1479498600230;1479498600341;111
TIGR03419;;1479498600345;1479498600457;112
TIGR03420;;1479498600461;1479498600573;112
TIGR03423;;1479498600577;1479498600688;111
TIGR03426;;1479498600692;1479498600802;110
TIGR03427;;1479498600806;1479498600916;110
TIGR03432;;1479498600920;1479498601036;116
TIGR03433;;1479498601041;1479498601150;109
TIGR03434;;1479498601154;1479498601265;111
TIGR03440;;1479498601270;1479498601379;109
TIGR03447;;1479498601383;1479498601494;111
TIGR03449;;1479498601498;1479498601609;111
TIGR03451;;1479498601614;1479498601726;112
TIGR03453;;1479498601730;1479498601842;112
TIGR03457;;1479498601846;1479498601958;112
TIGR03458;;1479498601963;1479498602077;114
TIGR03466;;1479498602081;1479498602193;112
TIGR03467;;1479498602198;1479498602308;110
TIGR03468;;1479498602313;1479498602425;112
TIGR03469;;1479498602429;1479498602541;112
TIGR03470;;1479498602545;1479498602656;111
TIGR03471;;1479498602660;1479498602772;112
TIGR03478;;1479498602776;1479498602887;111
TIGR03494;;1479498602891;1479498603005;114
TIGR03496;;1479498603009;1479498603124;115
TIGR03497;;1479498603127;1479498603239;112
TIGR03498;;1479498603243;1479498603353;110
TIGR03499;;1479498603358;1479498603467;109
TIGR03506;;1479498603471;1479498603581;110
TIGR03518;;1479498603586;1479498603695;109
TIGR03520;;1479498603699;1479498603808;109
TIGR03522;;1479498603813;1479498603923;110
TIGR03525;;1479498603928;1479498604043;115
TIGR03526;;1479498604047;1479498604162;115
TIGR03529;;1479498604166;1479498604278;112
TIGR03532;;1479498604282;1479498604392;110
TIGR03534;;1479498604397;1479498604507;110
TIGR03537;;1479498604511;1479498604622;111
TIGR03538;;1479498604626;1479498604737;111
TIGR03539;;1479498604741;1479498604852;111
TIGR03540;;1479498604857;1479498604969;112
TIGR03541;;1479498604972;1479498605087;115
TIGR03542;;1479498605091;1479498605201;110
TIGR03553;;1479498605206;1479498605315;109
TIGR03567;;1479498605319;1479498605429;110
TIGR03568;;1479498605433;1479498605543;110
TIGR03569;;1479498605547;1479498605658;111
TIGR03570;;1479498605663;1479498605774;111
TIGR03572;;1479498605778;1479498605889;111
TIGR03583;;1479498605893;1479498606008;115
TIGR03584;;1479498606012;1479498606125;113
TIGR03585;;1479498606129;1479498606241;112
TIGR03586;;1479498606245;1479498606357;112
TIGR03588;;1479498606361;1479498606471;110
TIGR03589;;1479498606475;1479498606586;111
TIGR03591;;1479498606590;1479498606701;111
TIGR03592;;1479498606705;1479498606817;112
TIGR03594;;1479498606821;1479498606931;110
TIGR03596;;1479498606935;1479498607050;115
TIGR03597;;1479498607054;1479498607167;113
TIGR03598;;1479498607171;1479498607281;110
TIGR03599;;1479498607285;1479498607396;111
TIGR03600;;1479498607400;1479498607510;110
TIGR03608;;1479498607514;1479498607626;112
TIGR03609;;1479498607630;1479498607743;113
TIGR03610;;1479498607747;1479498607857;110
TIGR03613;;1479498607861;1479498607977;116
TIGR03615;;1479498607982;1479498608133;151
TIGR03616;;1479498608137;1479498608247;110
TIGR03622;;1479498608252;1479498608362;110
TIGR03625;;1479498608366;1479498608476;110
TIGR03626;;1479498608480;1479498608591;111
TIGR03632;;1479498608595;1479498608706;111
TIGR03636;;1479498608710;1479498608820;110
TIGR03639;;1479498608824;1479498608934;110
TIGR03640;;1479498608939;1479498609052;113
TIGR03641;;1479498609056;1479498609169;113
TIGR03644;;1479498609173;1479498609285;112
TIGR03652;;1479498609289;1479498609399;110
TIGR03653;;1479498609403;1479498609513;110
TIGR03654;;1479498609517;1479498609627;110
TIGR03659;;1479498609631;1479498609743;112
TIGR03664;;1479498609747;1479498609859;112
TIGR03670;;1479498609863;1479498609976;113
TIGR03673;;1479498609980;1479498610094;114
TIGR03675;;1479498610098;1479498610211;113
TIGR03680;;1479498610215;1479498610327;112
TIGR03683;;1479498610331;1479498610443;112
TIGR03695;;1479498610447;1479498610559;112
TIGR03702;;1479498610563;1479498610675;112
TIGR03705;;1479498610679;1479498610790;111
TIGR03706;;1479498610794;1479498610905;111
TIGR03710;;1479498610910;1479498611024;114
TIGR03714;;1479498611028;1479498611140;112
TIGR03719;;1479498611144;1479498611253;109
TIGR03722;;1479498611257;1479498611367;110
TIGR03723;;1479498611371;1479498611482;111
TIGR03725;;1479498611486;1479498611596;110
TIGR03727;;1479498611600;1479498611709;109
TIGR03734;;1479498611714;1479498611826;112
TIGR03736;;1479498611830;1479498611942;112
TIGR03740;;1479498611946;1479498612062;116
TIGR03771;;1479498612066;1479498612177;111
TIGR03772;;1479498612181;1479498612291;110
TIGR03779;;1479498612295;1479498612406;111
TIGR03780;;1479498612410;1479498612521;111
TIGR03782;;1479498612525;1479498612634;109
TIGR03783;;1479498612639;1479498612749;110
TIGR03784;;1479498612753;1479498612863;110
TIGR03785;;1479498612867;1479498612980;113
TIGR03787;;1479498612984;1479498613095;111
TIGR03789;;1479498613100;1479498613210;110
TIGR03794;;1479498613215;1479498613327;112
TIGR03796;;1479498613330;1479498613443;113
TIGR03797;;1479498613447;1479498613557;110
TIGR03801;;1479498613562;1479498613673;111
TIGR03802;;1479498613677;1479498613789;112
TIGR03810;;1479498613793;1479498613905;112
TIGR03812;;1479498613909;1479498614023;114
TIGR03813;;1479498614027;1479498614140;113
TIGR03815;;1479498614144;1479498614254;110
TIGR03819;;1479498614258;1479498614367;109
TIGR03821;;1479498614372;1479498614481;109
TIGR03826;;1479498614485;1479498614596;111
TIGR03828;;1479498614600;1479498614710;110
TIGR03830;;1479498614714;1479498614826;112
TIGR03838;;1479498614829;1479498614941;112
TIGR03861;;1479498614945;1479498615060;115
TIGR03862;;1479498615064;1479498615175;111
TIGR03864;;1479498615179;1479498615291;112
TIGR03868;;1479498615295;1479498615406;111
TIGR03869;;1479498615410;1479498615519;109
TIGR03873;;1479498615524;1479498615635;111
TIGR03880;;1479498615639;1479498615749;110
TIGR03900;;1479498615753;1479498615863;110
TIGR03903;;1479498615867;1479498615980;113
TIGR03904;;1479498615984;1479498616099;115
TIGR03905;;1479498616103;1479498616214;111
TIGR03906;;1479498616218;1479498616329;111
TIGR03911;;1479498616333;1479498616442;109
TIGR03913;;1479498616446;1479498616558;112
TIGR03914;;1479498616562;1479498616674;112
TIGR03916;;1479498616678;1479498616789;111
TIGR03918;;1479498616793;1479498616904;111
TIGR03921;;1479498616908;1479498617021;113
TIGR03922;;1479498617024;1479498617138;114
TIGR03924;;1479498617143;1479498617258;115
TIGR03925;;1479498617262;1479498617374;112
TIGR03928;;1479498617378;1479498617490;112
TIGR03929;;1479498617494;1479498617605;111
TIGR03930;;1479498617610;1479498617720;110
TIGR03933;;1479498617725;1479498617836;111
TIGR03936;;1479498617840;1479498617950;110
TIGR03937;;1479498617954;1479498618070;116
TIGR03938;;1479498618074;1479498618185;111
TIGR03942;;1479498618189;1479498618300;111
TIGR03945;;1479498618305;1479498618415;110
TIGR03947;;1479498618419;1479498618531;112
TIGR03948;;1479498618535;1479498618646;111
TIGR03955;;1479498618650;1479498618761;111
TIGR03956;;1479498618765;1479498618875;110
TIGR03960;;1479498618880;1479498618994;114
TIGR03961;;1479498618998;1479498619111;113
TIGR03962;;1479498619115;1479498619228;113
TIGR03963;;1479498619233;1479498619343;110
TIGR03965;;1479498619347;1479498619459;112
TIGR03971;;1479498619463;1479498619575;112
TIGR03974;;1479498619579;1479498619691;112
TIGR03975;;1479498619695;1479498619806;111
TIGR03977;;1479498619810;1479498619921;111
TIGR03978;;1479498619924;1479498620039;115
TIGR03989;;1479498620043;1479498620157;114
TIGR03990;;1479498620161;1479498620272;111
TIGR03992;;1479498620277;1479498620387;110
TIGR03994;;1479498620392;1479498620502;110
TIGR03996;;1479498620507;1479498620617;110
TIGR03997;;1479498620621;1479498620731;110
TIGR03999;;1479498620736;1479498620847;111
TIGR04003;;1479498620851;1479498620962;111
TIGR04005;;1479498620965;1479498621081;116
TIGR04007;;1479498621085;1479498621199;114
TIGR04008;;1479498621204;1479498621314;110
TIGR04009;;1479498621318;1479498621428;110
TIGR04013;;1479498621433;1479498621545;112
TIGR04014;;1479498621549;1479498621661;112
TIGR04015;;1479498621665;1479498621776;111
TIGR04016;;1479498621781;1479498621892;111
TIGR04017;;1479498621896;1479498622012;116
TIGR04018;;1479498622016;1479498622127;111
TIGR04028;;1479498622131;1479498622242;111
TIGR04038;;1479498622246;1479498622357;111
TIGR04041;;1479498622361;1479498622472;111
TIGR04047;;1479498622477;1479498622587;110
TIGR04049;;1479498622591;1479498622702;111
TIGR04050;;1479498622706;1479498622816;110
TIGR04051;;1479498622820;1479498622931;111
TIGR04053;;1479498622935;1479498623050;115
TIGR04054;;1479498623054;1479498623165;111
TIGR04055;;1479498623169;1479498623278;109
TIGR04056;;1479498623283;1479498623395;112
TIGR04063;;1479498623399;1479498623511;112
TIGR04064;;1479498623515;1479498623627;112
TIGR04068;;1479498623631;1479498623743;112
TIGR04082;;1479498623747;1479498623859;112
TIGR04083;;1479498623863;1479498623984;121
TIGR04085;;1479498623989;1479498624109;120
TIGR04091;;1479498624113;1479498624225;112
TIGR04093;;1479498624229;1479498624340;111
TIGR04094;;1479498624344;1479498624456;112
TIGR04095;;1479498624460;1479498624570;110
TIGR04103;;1479498624574;1479498624683;109
TIGR04105;;1479498624688;1479498624798;110
TIGR04107;;1479498624802;1479498624913;111
TIGR04111;;1479498624917;1479498625031;114
TIGR04115;;1479498625035;1479498625149;114
TIGR04121;;1479498625153;1479498625266;113
TIGR04130;;1479498625269;1479498625381;112
TIGR04133;;1479498625385;1479498625497;112
TIGR04148;;1479498625501;1479498625611;110
TIGR04149;;1479498625616;1479498625727;111
TIGR04157;;1479498625731;1479498625843;112
TIGR04158;;1479498625848;1479498625959;111
TIGR04163;;1479498625963;1479498626078;115
TIGR04167;;1479498626082;1479498626194;112
TIGR04180;;1479498626198;1479498626310;112
TIGR04181;;1479498626314;1479498626425;111
TIGR04182;;1479498626430;1479498626540;110
TIGR04183;;1479498626545;1479498626656;111
TIGR04190;;1479498626660;1479498626771;111
TIGR04195;;1479498626776;1479498626886;110
TIGR04211;;1479498626890;1479498627004;114
TIGR04217;;1479498627008;1479498627123;115
TIGR04221;;1479498627128;1479498627238;110
TIGR04223;;1479498627242;1479498627353;111
TIGR04239;;1479498627357;1479498627467;110
TIGR04242;;1479498627471;1479498627582;111
TIGR04243;;1479498627587;1479498627698;111
TIGR04250;;1479498627702;1479498627812;110
TIGR04251;;1479498627816;1479498627927;111
TIGR04255;;1479498627931;1479498628046;115
TIGR04259;;1479498628050;1479498628164;114
TIGR04265;;1479498628168;1479498628279;111
TIGR04266;;1479498628283;1479498628394;111
TIGR04269;;1479498628399;1479498628510;111
TIGR04270;;1479498628514;1479498628625;111
TIGR04271;;1479498628629;1479498628740;111
TIGR04280;;1479498628744;1479498628854;110
TIGR04281;;1479498628858;1479498628971;113
TIGR04283;;1479498628975;1479498629089;114
TIGR04284;;1479498629093;1479498629203;110
TIGR04285;;1479498629207;1479498629318;111
TIGR04298;;1479498629322;1479498629432;110
TIGR04299;;1479498629437;1479498629547;110
TIGR04303;;1479498629552;1479498629662;110
TIGR04311;;1479498629666;1479498629778;112
TIGR04316;;1479498629782;1479498629893;111
TIGR04317;;1479498629898;1479498630011;113
TIGR04318;;1479498630015;1479498630128;113
TIGR04320;;1479498630133;1479498630243;110
TIGR04321;;1479498630247;1479498630358;111
TIGR04322;;1479498630363;1479498630474;111
TIGR04329;;1479498630478;1479498630588;110
TIGR04330;;1479498630593;1479498630703;110
TIGR04334;;1479498630707;1479498630818;111
TIGR04340;;1479498630822;1479498630932;110
TIGR04343;;1479498630937;1479498631051;114
TIGR04347;;1479498631055;1479498631169;114
TIGR04348;;1479498631173;1479498631284;111
TIGR04349;;1479498631288;1479498631398;110
TIGR04350;;1479498631402;1479498631512;110
TIGR04364;;1479498631517;1479498631627;110
TIGR04365;;1479498631631;1479498631743;112
TIGR04366;;1479498631747;1479498631858;111
TIGR04368;;1479498631862;1479498631975;113
TIGR04370;;1479498631979;1479498632094;115
TIGR04377;;1479498632098;1479498632209;111
TIGR04380;;1479498632213;1479498632323;110
TIGR04382;;1479498632327;1479498632438;111
TIGR04384;;1479498632442;1479498632551;109
TIGR04386;;1479498632555;1479498632666;111
TIGR04387;;1479498632670;1479498632782;112
TIGR04394;;1479498632786;1479498632896;110
TIGR04395;;1479498632900;1479498633015;115
TIGR04397;;1479498633019;1479498633135;116
TIGR04403;;1479498633138;1479498633252;114
TIGR04406;;1479498633256;1479498633368;112
TIGR04407;;1479498633372;1479498633482;110
TIGR04408;;1479498633486;1479498633595;109
TIGR04409;;1479498633599;1479498633711;112
TIGR04416;;1479498633715;1479498633827;112
TIGR04425;;1479498633831;1479498633943;112
TIGR04427;;1479498633947;1479498634063;116
TIGR04430;;1479498634067;1479498634178;111
TIGR04432;;1479498634182;1479498634292;110
TIGR04440;;1479498634297;1479498634407;110
TIGR04461;;1479498634411;1479498634520;109
TIGR04463;;1479498634525;1479498634635;110
TIGR04466;;1479498634639;1479498634750;111
TIGR04471;;1479498634754;1479498634863;109
TIGR04472;;1479498634867;1479498634979;112
TIGR04473;;1479498634983;1479498635098;115
TIGR04475;;1479498635102;1479498635214;112
TIGR04479;;1479498635219;1479498635330;111
