name;seq;start;end;diff
TIGR01068;3;1479508286645;1479508299503;12858;<
TIGR01069;4;1479508299507;1479508420657;121150;2.293890275113881
<
TIGR01070;4;1479508420661;1479508512790;92129;<
<
TIGR01071;2;1479508512793;1479508512872;79;
TIGR01072;2;1479508512876;1479508513014;138;
TIGR01073;3;1479508513017;1479508537924;24907;<
TIGR01074;3;1479508537928;1479508557747;19819;<
TIGR01075;3;1479508557750;1479508578219;20469;<
TIGR01076;3;1479508578222;1479508592101;13879;<
TIGR01077;3;1479508592105;1479508604456;12351;<
TIGR01081;2;1479508604460;1479508604601;141;
TIGR01082;3;1479508604605;1479508617443;12838;<
TIGR01083;2;1479508617447;1479508617579;132;
TIGR01084;2;1479508617582;1479508617713;131;
TIGR01085;2;1479508617717;1479508617847;130;
TIGR01086;3;1479508617850;1479508636578;18728;<
TIGR01087;4;1479508636581;1479508759661;123080;<
2.157144115733900
TIGR01088;2;1479508759665;1479508759739;74;
TIGR01090;2;1479508759743;1479508759847;104;
TIGR01091;3;1479508759851;1479508774018;14167;<
TIGR01092;2;1479508774022;1479508774134;112;
TIGR01093;2;1479508774138;1479508774240;102;
TIGR01096;3;1479508774243;1479508796227;21984;<
TIGR01097;2;1479508796230;1479508796353;123;
TIGR01099;2;1479508796357;1479508796472;115;
TIGR01105;2;1479508796476;1479508796587;111;
TIGR01108;3;1479508796591;1479508808637;12046;<
TIGR01109;2;1479508808640;1479508808749;109;
TIGR01116;3;1479508808753;1479508840854;32101;<
TIGR01117;3;1479508840858;1479508851060;10202;<
TIGR01118;3;1479508851063;1479508856724;5661;<
TIGR01119;3;1479508856728;1479508868776;12048;<
TIGR01120;3;1479508868779;1479508885125;16346;<
TIGR01121;3;1479508885129;1479508905188;20059;3.715123302357597
TIGR01122;3;1479508905192;1479508922697;17505;3.045097482222445
TIGR01123;3;1479508922701;1479508953369;30668;2.518383104187251
TIGR01124;2;1479508953372;1479508953511;139;
TIGR01125;3;1479508953515;1479508976913;23398;<
TIGR01126;3;1479508976917;1479508989811;12894;<
TIGR01127;2;1479508989815;1479508989958;143;
TIGR01128;2;1479508989962;1479508990076;114;
TIGR01129;5;1479508990080;1479509157989;167909;<
<
<
TIGR01130;3;1479509157993;1479509177765;19772;<
TIGR01131;2;1479509177769;1479509177882;113;
TIGR01132;2;1479509177886;1479509178040;154;
TIGR01133;3;1479509178044;1479509201591;23547;<
TIGR01134;2;1479509201595;1479509201726;131;
TIGR01135;2;1479509201730;1479509201875;145;
TIGR01136;2;1479509201879;1479509202005;126;
TIGR01137;2;1479509202009;1479509202115;106;
TIGR01138;2;1479509202118;1479509202244;126;
TIGR01139;2;1479509202248;1479509202356;108;
TIGR01140;5;1479509202360;1479509411828;209468;<
<
<
TIGR01141;4;1479509411832;1479509499030;87198;<
<
TIGR01142;2;1479509499034;1479509499161;127;
TIGR01143;4;1479509499165;1479509595800;96635;<
<
TIGR01144;3;1479509595804;1479509611137;15333;<
TIGR01145;2;1479509611141;1479509611228;87;
TIGR01161;2;1479509611232;1479509611351;119;
TIGR01162;3;1479509611355;1479509625535;14180;<
TIGR01163;2;1479509625539;1479509625647;108;
TIGR01164;2;1479509625651;1479509625725;74;
TIGR01166;6;1479509625729;1479509871004;245275;<
<
<
<
TIGR01169;2;1479509871008;1479509871071;63;
TIGR01170;2;1479509871075;1479509871161;86;
TIGR01171;2;1479509871164;1479509871255;91;
TIGR01172;3;1479509871259;1479509887237;15978;<
TIGR01173;2;1479509887241;1479509887394;153;
TIGR01174;4;1479509887398;1479509982721;95323;<
<
TIGR01175;2;1479509982725;1479509982808;83;
TIGR01176;2;1479509982812;1479509982964;152;
TIGR01177;2;1479509982967;1479509983081;114;
TIGR01179;3;1479509983084;1479510005473;22389;<
TIGR01180;3;1479510005477;1479510051813;46336;<
TIGR01181;2;1479510051817;1479510051945;128;
TIGR01183;2;1479510051949;1479510052060;111;
TIGR01184;5;1479510052064;1479510295248;243184;<
<
<
TIGR01185;2;1479510295252;1479510295380;128;
TIGR01186;4;1479510295384;1479510373444;78060;<
<
TIGR01187;4;1479510373448;1479510511433;137985;<
<
TIGR01188;5;1479510511437;1479510719300;207863;<
<
<
TIGR01189;6;1479510719304;1479511197356;478052;<
<
<
<
TIGR01192;5;1479511197359;1479511402959;205600;<
<
<
TIGR01193;3;1479511402962;1479511427896;24934;<
TIGR01194;3;1479511427900;1479511448700;20800;<
TIGR01196;2;1479511448704;1479511448810;106;
TIGR01198;2;1479511448814;1479511448929;115;
TIGR01201;2;1479511448933;1479511449045;112;
TIGR01202;2;1479511449049;1479511449164;115;
TIGR01203;2;1479511449168;1479511449241;73;
TIGR01205;2;1479511449245;1479511449363;118;
TIGR01207;2;1479511449367;1479511449478;111;
TIGR01208;2;1479511449481;1479511449607;126;
TIGR01212;3;1479511449610;1479511474408;24798;<
TIGR01214;3;1479511474412;1479511501341;26929;4.368460095160117
TIGR01217;3;1479511501345;1479511523847;22502;<
TIGR01221;3;1479511523851;1479511546236;22385;<
TIGR01225;2;1479511546240;1479511546380;140;
TIGR01226;2;1479511546383;1479511546523;140;
TIGR01227;2;1479511546526;1479511546617;91;
TIGR01228;2;1479511546621;1479511546712;91;
TIGR01229;2;1479511546716;1479511546805;89;
TIGR01230;2;1479511546809;1479511546888;79;
TIGR01235;4;1479511546892;1479511599622;52730;<
<
TIGR01236;2;1479511599626;1479511599771;145;
TIGR01237;3;1479511599775;1479511610682;10907;<
TIGR01238;2;1479511610686;1479511610831;145;
TIGR01239;2;1479511610834;1479511610968;134;
TIGR01241;3;1479511610972;1479511652521;41549;2.720441711116109
TIGR01242;4;1479511652525;1479511769176;116651;<
<
TIGR01243;4;1479511769180;1479511906132;136952;<
3.966813424004613
TIGR01245;2;1479511906136;1479511906205;69;
TIGR01246;2;1479511906208;1479511906344;136;
TIGR01247;2;1479511906348;1479511906469;121;
TIGR01250;2;1479511906472;1479511906579;107;
TIGR01251;3;1479511906583;1479511920691;14108;<
TIGR01253;3;1479511920695;1479511935021;14326;<
TIGR01254;2;1479511935024;1479511935130;106;
TIGR01255;3;1479511935134;1479511942539;7405;<
TIGR01257;7;1479511942543;1479512859792;917249;<
<
<
2.281805289301701
<
TIGR01264;3;1479512859796;1479512876927;17131;<
TIGR01265;3;1479512876931;1479512895492;18561;<
TIGR01271;5;1479512895496;1479513190971;295475;<
<
<
TIGR01272;2;1479513190975;1479513191126;151;
TIGR01277;5;1479513191129;1479513617726;426597;<
<
<
TIGR01280;2;1479513617729;1479513617782;53;
TIGR01287;2;1479513617786;1479513617910;124;
TIGR01289;2;1479513617914;1479513618027;113;
TIGR01292;3;1479513618031;1479513634840;16809;<
TIGR01293;3;1479513634844;1479513651612;16768;<
TIGR01296;2;1479513651616;1479513651727;111;
TIGR01297;2;1479513651731;1479513651850;119;
TIGR01298;2;1479513651853;1479513651965;112;
TIGR01299;2;1479513651969;1479513652096;127;
TIGR01302;2;1479513652100;1479513652230;130;
TIGR01303;2;1479513652234;1479513652363;129;
TIGR01304;3;1479513652367;1479513680920;28553;<
TIGR01305;3;1479513680924;1479513699808;18884;<
TIGR01306;3;1479513699812;1479513721850;22038;<
TIGR01307;3;1479513721854;1479513738519;16665;<
TIGR01311;3;1479513738523;1479513755813;17290;<
TIGR01312;2;1479513755816;1479513755943;127;
TIGR01314;3;1479513755947;1479513766465;10518;<
TIGR01315;2;1479513766469;1479513766596;127;
TIGR01316;4;1479513766600;1479513851908;85308;<
<
TIGR01317;3;1479513851912;1479513870415;18503;<
TIGR01318;4;1479513870419;1479513947585;77166;<
<
TIGR01324;2;1479513947588;1479513947712;124;
TIGR01325;3;1479513947715;1479513959232;11517;<
TIGR01326;3;1479513959236;1479513977064;17828;<
TIGR01327;2;1479513977068;1479513977194;126;
TIGR01328;3;1479513977197;1479513992835;15638;<
TIGR01329;3;1479513992839;1479514003165;10326;<
TIGR01334;2;1479514003168;1479514003280;112;
TIGR01340;3;1479514003284;1479514015594;12310;<
TIGR01341;4;1479514015597;1479514081567;65970;<
<
TIGR01342;4;1479514081571;1479514136176;54605;<
<
TIGR01343;2;1479514136180;1479514136268;88;
TIGR01348;2;1479514136272;1479514136382;110;
TIGR01350;2;1479514136386;1479514136542;156;
TIGR01351;2;1479514136545;1479514136653;108;
TIGR01353;4;1479514136657;1479514191913;55256;<
<
TIGR01354;2;1479514191917;1479514191991;74;
TIGR01355;3;1479514191995;1479514201038;9043;<
TIGR01356;2;1479514201042;1479514201166;124;
TIGR01357;2;1479514201170;1479514201295;125;
TIGR01359;2;1479514201299;1479514201385;86;
TIGR01360;2;1479514201389;1479514201493;104;
TIGR01361;2;1479514201497;1479514201573;76;
TIGR01362;2;1479514201577;1479514201653;76;
TIGR01364;3;1479514201657;1479514220764;19107;<
TIGR01367;2;1479514220768;1479514220881;113;
TIGR01368;2;1479514220885;1479514221012;127;
TIGR01369;2;1479514221016;1479514221146;130;
TIGR01372;3;1479514221149;1479514231327;10178;<
TIGR01373;2;1479514231331;1479514231444;113;
TIGR01378;2;1479514231448;1479514231515;67;
TIGR01379;2;1479514231519;1479514231621;102;
TIGR01381;2;1479514231624;1479514231723;99;
TIGR01382;2;1479514231726;1479514231823;97;
TIGR01383;2;1479514231826;1479514231931;105;
TIGR01386;4;1479514231935;1479514348677;116742;<
<
TIGR01387;3;1479514348681;1479514365238;16557;<
TIGR01389;3;1479514365242;1479514395552;30310;<
TIGR01390;2;1479514395556;1479514395669;113;
TIGR01391;2;1479514395672;1479514395784;112;
TIGR01393;3;1479514395788;1479514410653;14865;<
TIGR01394;3;1479514410656;1479514438166;27510;<
TIGR01397;2;1479514438169;1479514438317;148;
TIGR01398;2;1479514438321;1479514438488;167;
TIGR01399;2;1479514438492;1479514438659;167;
TIGR01405;4;1479514438663;1479514580602;141939;2.063722822477757
3.244445421407363
TIGR01406;3;1479514580606;1479514604685;24079;<
TIGR01407;3;1479514604689;1479514624076;19387;<
TIGR01408;3;1479514624079;1479514643363;19284;<
TIGR01414;2;1479514643367;1479514643477;110;
TIGR01417;4;1479514643481;1479514689642;46161;<
<
TIGR01418;5;1479514689646;1479514833032;143386;<
<
<
TIGR01420;3;1479514833036;1479514848841;15805;<
TIGR01422;4;1479514848845;1479514918272;69427;<
<
TIGR01424;2;1479514918276;1479514918434;158;
TIGR01425;3;1479514918438;1479514933783;15345;<
TIGR01427;2;1479514933787;1479514933906;119;
TIGR01428;4;1479514933910;1479515005385;71475;<
<
TIGR01437;2;1479515005388;1479515005469;81;
TIGR01438;3;1479515005473;1479515022168;16695;<
TIGR01439;2;1479515022171;1479515022221;50;
TIGR01441;2;1479515022224;1479515022332;108;
TIGR01446;3;1479515022335;1479515034646;12311;<
TIGR01447;5;1479515034650;1479515146348;111698;<
<
<
TIGR01448;2;1479515146352;1479515146502;150;
TIGR01449;3;1479515146505;1479515180478;33973;<
TIGR01452;2;1479515180482;1479515180593;111;
TIGR01453;2;1479515180597;1479515180720;123;
TIGR01454;3;1479515180723;1479515195895;15172;<
TIGR01455;2;1479515195899;1479515196014;115;
TIGR01460;2;1479515196017;1479515196130;113;
TIGR01461;2;1479515196134;1479515196209;75;
TIGR01462;2;1479515196212;1479515196298;86;
TIGR01465;2;1479515196302;1479515196413;111;
TIGR01466;2;1479515196416;1479515196522;106;
TIGR01469;4;1479515196525;1479515302756;106231;<
<
TIGR01472;4;1479515302760;1479515334725;31965;<
<
TIGR01479;3;1479515334729;1479515351996;17267;<
TIGR01481;2;1479515351999;1479515352135;136;
TIGR01482;4;1479515352138;1479515384594;32456;<
<
TIGR01484;2;1479515384597;1479515384713;116;
TIGR01486;2;1479515384717;1479515384805;88;
TIGR01487;4;1479515384809;1479515422417;37608;<
<
TIGR01488;4;1479515422421;1479515491710;69289;<
<
TIGR01489;2;1479515491713;1479515491831;118;
TIGR01490;3;1479515491835;1479515498122;6287;<
TIGR01491;2;1479515498126;1479515498238;112;
TIGR01493;2;1479515498242;1479515498347;105;
TIGR01494;3;1479515498351;1479515519016;20665;<
TIGR01497;4;1479515519019;1479515605304;86285;<
<
TIGR01498;2;1479515605307;1479515605410;103;
TIGR01499;3;1479515605414;1479515630847;25433;<
TIGR01500;2;1479515630851;1479515630964;113;
TIGR01504;2;1479515630967;1479515631129;162;
TIGR01505;2;1479515631133;1479515631227;94;
TIGR01509;5;1479515631231;1479515791262;160031;<
<
<
TIGR01510;2;1479515791266;1479515791335;69;
TIGR01511;3;1479515791339;1479515810205;18866;<
TIGR01512;3;1479515810209;1479515834552;24343;<
TIGR01513;2;1479515834556;1479515834677;121;
TIGR01514;3;1479515834681;1479515843960;9279;<
TIGR01515;3;1479515843964;1479515878073;34109;<
TIGR01517;3;1479515878077;1479515906205;28128;<
TIGR01520;2;1479515906209;1479515906313;104;
TIGR01521;2;1479515906317;1479515906425;108;
TIGR01522;3;1479515906428;1479515938044;31616;<
TIGR01523;5;1479515938048;1479516261560;323512;<
7.261071491297116
<
TIGR01524;3;1479516261564;1479516287699;26135;<
TIGR01525;3;1479516287702;1479516304545;16843;<
TIGR01526;2;1479516304549;1479516304604;55;
TIGR01528;2;1479516304608;1479516304699;91;
TIGR01530;3;1479516304703;1479516322825;18122;<
TIGR01536;2;1479516322829;1479516322940;111;
TIGR01537;2;1479516322944;1479516323065;121;
TIGR01538;3;1479516323069;1479516347769;24700;<
TIGR01539;2;1479516347773;1479516347944;171;
TIGR01542;2;1479516347948;1479516348063;115;
TIGR01543;3;1479516348067;1479516358827;10760;<
TIGR01547;3;1479516358830;1479516374618;15788;<
TIGR01549;2;1479516374621;1479516374726;105;
TIGR01552;2;1479516374730;1479516374780;50;
TIGR01554;3;1479516374784;1479516391713;16929;<
TIGR01556;3;1479516391717;1479516409548;17831;<
TIGR01560;2;1479516409552;1479516409616;64;
TIGR01561;2;1479516409620;1479516409746;126;
TIGR01563;2;1479516409750;1479516409813;63;
TIGR01573;2;1479516409817;1479516409882;65;
TIGR01574;3;1479516409886;1479516435427;25541;<
TIGR01575;3;1479516435431;1479516445935;10504;<
TIGR01578;3;1479516445939;1479516467127;21188;<
TIGR01579;3;1479516467131;1479516489484;22353;<
TIGR01581;6;1479516489488;1479516859671;370183;<
<
<
<
TIGR01582;2;1479516859675;1479516859771;96;
TIGR01587;3;1479516859775;1479516876987;17212;<
TIGR01591;2;1479516876991;1479516877174;183;
TIGR01592;3;1479516877177;1479516880800;3623;<
TIGR01593;2;1479516880804;1479516880874;70;
TIGR01595;2;1479516880878;1479516881000;122;
TIGR01603;2;1479516881004;1479516881098;94;
TIGR01613;8;1479516881102;1479518597622;1716520;2.062591061210696
<
<
<
<
2.062591056615929
TIGR01616;2;1479518597625;1479518597701;76;
TIGR01617;2;1479518597705;1479518597783;78;
TIGR01618;2;1479518597787;1479518597905;118;
TIGR01621;2;1479518597909;1479518598016;107;
TIGR01625;3;1479518598020;1479518609356;11336;<
TIGR01630;2;1479518609360;1479518609451;91;
TIGR01647;3;1479518609455;1479518641543;32088;<
TIGR01650;2;1479518641547;1479518641677;130;
TIGR01657;3;1479518641680;1479518672080;30400;<
TIGR01662;6;1479518672084;1479518915547;243463;<
<
<
<
TIGR01665;2;1479518915551;1479518915740;189;
TIGR01668;2;1479518915744;1479518915829;85;
TIGR01670;3;1479518915833;1479518929646;13813;<
TIGR01671;3;1479518929650;1479518940917;11267;<
TIGR01683;2;1479518940921;1479518940977;56;
TIGR01692;2;1479518940980;1479518941074;94;
TIGR01694;2;1479518941077;1479518941202;125;
TIGR01695;4;1479518941206;1479519000193;58987;<
<
TIGR01696;3;1479519000196;1479519012698;12502;<
TIGR01697;2;1479519012702;1479519012825;123;
TIGR01698;2;1479519012829;1479519012951;122;
TIGR01699;2;1479519012955;1479519013079;124;
TIGR01700;2;1479519013082;1479519013208;126;
TIGR01703;3;1479519013212;1479519029759;16547;<
TIGR01704;3;1479519029763;1479519040843;11080;<
TIGR01718;2;1479519040846;1479519040925;79;
TIGR01719;2;1479519040929;1479519041015;86;
TIGR01722;2;1479519041019;1479519041166;147;
TIGR01725;2;1479519041170;1479519041260;90;
TIGR01726;2;1479519041264;1479519041355;91;
TIGR01727;2;1479519041358;1479519041459;101;
TIGR01728;2;1479519041463;1479519041590;127;
TIGR01729;2;1479519041593;1479519041716;123;
TIGR01730;4;1479519041719;1479519128356;86637;<
<
TIGR01733;3;1479519128360;1479519151085;22725;<
TIGR01734;3;1479519151088;1479519172574;21486;<
TIGR01735;4;1479519172578;1479519278601;106023;2.446582993035008
<
TIGR01736;4;1479519278604;1479519345277;66673;<
<
TIGR01737;2;1479519345280;1479519345405;125;
TIGR01738;3;1479519345409;1479519359160;13751;<
TIGR01743;2;1479519359164;1479519359265;101;
TIGR01744;2;1479519359268;1479519359373;105;
TIGR01746;2;1479519359377;1479519359495;118;
TIGR01750;2;1479519359498;1479519359573;75;
TIGR01752;2;1479519359576;1479519359669;93;
TIGR01753;3;1479519359673;1479519383720;24047;<
TIGR01754;2;1479519383724;1479519383830;106;
TIGR01756;2;1479519383834;1479519383960;126;
TIGR01758;2;1479519383964;1479519384086;122;
TIGR01759;2;1479519384090;1479519384215;125;
TIGR01763;2;1479519384218;1479519384344;126;
TIGR01764;5;1479519384347;1479519472213;87866;<
<
<
TIGR01766;2;1479519472217;1479519472299;82;
TIGR01771;2;1479519472303;1479519472428;125;
TIGR01772;2;1479519472432;1479519472556;124;
TIGR01773;2;1479519472560;1479519472681;121;
TIGR01774;3;1479519472685;1479519490008;17323;<
TIGR01776;2;1479519490012;1479519490130;118;
TIGR01777;2;1479519490133;1479519490264;131;
TIGR01779;2;1479519490267;1479519490424;157;
TIGR01780;3;1479519490428;1479519503594;13166;<
TIGR01782;2;1479519503598;1479519503733;135;
TIGR01783;3;1479519503737;1479519515229;11492;<
TIGR01784;2;1479519515233;1479519515362;129;
TIGR01785;3;1479519515366;1479519545076;29710;<
TIGR01786;3;1479519545080;1479519569089;24009;<
TIGR01788;2;1479519569093;1479519569193;100;
TIGR01793;2;1479519569197;1479519569341;144;
TIGR01798;2;1479519569345;1479519569485;140;
TIGR01800;2;1479519569489;1479519569632;143;
TIGR01804;2;1479519569635;1479519569783;148;
TIGR01809;2;1479519569787;1479519569894;107;
TIGR01811;2;1479519569897;1479519570008;111;
TIGR01812;3;1479519570012;1479519587836;17824;<
TIGR01813;4;1479519587840;1479519653452;65612;<
<
TIGR01815;3;1479519653456;1479519663291;9835;<
TIGR01816;2;1479519663295;1479519663448;153;
TIGR01817;4;1479519663452;1479519734635;71183;<
<
